,Model,MPG,Cylinders,Displacement,Horsepower,Weight,Acceleration,Year,Origin,pca1,pca2
263,dodge magnum xe,17.5,8,318.0,140,4080,13.7,78,US,0.681175462977718,-0.6186098891052898
264,chevrolet chevette,30.0,4,98.0,68,2155,16.5,78,US,-0.44294613409665706,0.08013023712953185
265,toyota corona,27.5,4,134.0,95,2560,14.2,78,Japan,-0.23679993500816562,-0.08746606898192819
266,datsun 510,27.2,4,119.0,97,2300,14.7,78,Japan,-0.48570142071671163,0.036642233799599494
267,dodge omni,30.9,4,105.0,75,2230,14.5,78,US,-0.4744522071393292,-0.19039432871983014
268,toyota celica gt liftback,21.1,4,134.0,95,2515,14.8,78,Japan,-0.33878486097834115,0.07652299329181525
269,plymouth sapporo,23.2,4,156.0,105,2745,16.7,78,US,-0.14130405302446028,-0.29279099214027565
270,oldsmobile starfire sx,23.8,4,151.0,85,2855,17.6,78,US,-0.32113366509456565,-0.09506344770546087
271,datsun 200-sx,23.9,4,119.0,97,2405,14.9,78,Japan,-0.4640295602076361,0.20061662205256872
272,audi 5000,20.3,5,131.0,103,2830,15.9,78,Europe,-0.2190990336949291,0.09422892003545257
273,volvo 264gl,17.0,6,163.0,125,3140,13.6,78,Europe,0.054447423802688175,-0.2723110822043947
274,saab 99gle,21.6,4,121.0,115,2795,15.7,78,Europe,-0.1518225461890774,0.06168963822471019
275,peugeot 604sl,16.2,6,163.0,133,3410,15.8,78,Europe,-0.010443145967486245,-0.017454995095890796
276,volkswagen scirocco,31.5,4,89.0,71,1990,14.9,78,Europe,-0.703149888076718,-0.09947681609282819
277,honda accord lx,29.5,4,98.0,68,2135,16.6,78,Japan,-0.4644382908324271,0.15867819547558223
278,pontiac lemans v6,21.5,6,231.0,115,3245,15.4,79,US,-0.02633947537253488,-0.130874925452385
279,mercury zephyr 6,19.8,6,200.0,85,2990,18.2,79,US,-0.10159275201579623,-0.38320953162254645
280,ford fairmont 4,22.3,4,140.0,88,2890,17.3,79,US,-0.41432500934781336,-0.0007954747985164379
281,amc concord dl 6,20.2,6,232.0,90,3265,18.2,79,US,0.011347620187952004,-0.10251581241697177
282,dodge aspen 6,20.6,6,225.0,110,3360,16.6,79,US,0.1424145239673127,-0.41291901372405443
283,chevrolet caprice classic,17.0,8,305.0,130,3840,15.4,79,US,0.6933894080434636,-0.5710991823133926
284,ford ltd landau,17.6,8,302.0,129,3725,13.4,79,US,0.5190964576534257,-0.6310740943436902
285,mercury grand marquis,16.5,8,351.0,138,3955,13.2,79,US,0.537789263775877,-0.6118043355036694
286,dodge st. regis,18.2,8,318.0,135,3830,15.2,79,US,0.6956415806572431,-0.27400754054451065
287,buick estate wagon (sw),16.9,8,350.0,155,4360,14.9,79,US,0.7019059290399081,-0.3557642689251106
288,ford country squire (sw),15.5,8,351.0,142,4054,14.3,79,US,0.5573430526260978,-0.5301925422055862
289,chevrolet malibu classic (sw),19.2,8,267.0,125,3605,15.0,79,US,0.35157171591501407,-0.2096176057980485
290,chrysler lebaron town @ country (sw),18.5,8,360.0,150,3940,13.0,79,US,0.757792313183441,-0.37351745210922654
291,vw rabbit custom,31.9,4,89.0,71,1925,14.0,79,Europe,-0.48608518453647276,0.15228490821423463
292,maxda glc deluxe,34.1,4,86.0,65,1975,15.2,79,Japan,-0.48845799042624705,0.05286090783617094
293,dodge colt hatchback custom,35.7,4,98.0,80,1915,14.4,79,US,-0.7195226601898439,-0.037616120005622186
294,amc spirit dl,27.4,4,121.0,80,2670,15.0,79,US,-0.3123936064447762,-0.27174853759632356
295,mercedes benz 300d,25.4,5,183.0,77,3530,20.1,79,Europe,-0.15324051412909828,-0.31968584314119664
296,cadillac eldorado,23.0,8,350.0,125,3900,17.4,79,US,0.6066542746500657,-0.6367178816091628
297,peugeot 504,27.2,4,141.0,71,3190,24.8,79,Europe,-0.5629379473068106,-0.19035234316565258
298,oldsmobile cutlass salon brougham,23.9,8,260.0,90,3420,22.2,79,US,0.1324401135533519,-0.28561824847551726
299,plymouth horizon,34.2,4,105.0,70,2200,13.2,79,US,-0.47692230123710877,0.11589955104205416
300,plymouth horizon tc3,34.5,4,105.0,70,2150,14.9,79,US,-0.5834281789415849,-0.15366551093285782
301,datsun 210,31.8,4,85.0,65,2020,19.2,79,Japan,-0.7248816672859218,-0.22485299380699664
302,fiat strada custom,37.3,4,91.0,69,2130,14.7,79,Europe,-0.6966663153202557,-0.01692418463420102
303,buick skylark limited,28.4,4,151.0,90,2670,16.0,79,US,-0.3688784378246661,-0.026408612557580313
304,chevrolet citation,28.8,6,173.0,115,2595,11.3,79,US,-0.13275235667596527,-0.12427245975584816
305,oldsmobile omega brougham,26.8,6,173.0,115,2700,12.9,79,US,-0.08626884953596342,-0.3514461408693233
306,pontiac phoenix,33.5,4,151.0,90,2556,13.2,79,US,-0.4448016092668843,-0.08932680403088358
307,vw rabbit,41.5,4,98.0,76,2144,14.7,80,Europe,-0.810567950111192,-0.39569937113427556
308,toyota corolla tercel,38.1,4,89.0,60,1968,18.8,80,Japan,-0.8241273700412424,0.04508258176248925
309,chevrolet chevette,32.1,4,98.0,70,2120,15.5,80,US,-0.6936113758896185,-0.37555087703791634
310,datsun 310,37.2,4,86.0,65,2019,16.4,80,Japan,-0.5430918013389243,-0.19433536936531642
311,chevrolet citation,28.0,4,151.0,90,2678,16.5,80,US,-0.29156503758157193,-0.351893814662361
312,ford fairmont,26.4,4,140.0,88,2870,18.1,80,US,-0.521474844092679,0.0008081827133036568
313,amc concord,24.3,4,151.0,90,3003,20.1,80,US,-0.2910959309543799,-0.18197825861682707
314,dodge aspen,19.1,6,225.0,90,3381,18.7,80,US,-0.025377748898639908,-0.293697703942501
315,audi 4000,34.3,4,97.0,78,2188,15.8,80,Europe,-0.4736451178939478,-0.06996307919669456
316,toyota corona liftback,29.8,4,134.0,90,2711,15.5,80,Japan,-0.4429677128774266,-0.26944469905114543
317,mazda 626,31.3,4,120.0,75,2542,17.5,80,Japan,-0.5862822772932902,-0.05719108380759924
318,datsun 510 hatchback,37.0,4,119.0,92,2434,15.0,80,Japan,-0.6108802286280128,-0.04887412601118982
319,toyota corolla,32.2,4,108.0,75,2265,15.2,80,Japan,-0.4939305488738668,-0.04664690781651512
320,mazda glc,46.6,4,86.0,65,2110,17.9,80,Japan,-0.7679997962328687,-0.1987624050392739
321,dodge colt,27.9,4,156.0,105,2800,14.4,80,US,-0.19953041388417034,-0.26497904136749273
322,datsun 210,40.8,4,85.0,65,2110,19.2,80,Japan,-0.8727790266205732,-0.15210467695017754
323,vw rabbit c (diesel),44.3,4,90.0,48,2085,21.7,80,Europe,-0.6847374091938835,0.016609395134922517
324,vw dasher (diesel),43.4,4,90.0,48,2335,23.7,80,Europe,-0.6740813483518369,-0.21525873004654253
325,audi 5000s (diesel),36.4,5,121.0,67,2950,19.9,80,Europe,-0.4087794651581649,-0.3854605521619086
326,mercedes-benz 240d,30.0,4,146.0,67,3250,21.8,80,Europe,-0.5569489780539504,-0.015395549087694665
327,honda civic 1500 gl,44.6,4,91.0,67,1850,13.8,80,Japan,-0.6803401905300158,-0.140037641488845
328,subaru dl,33.8,4,97.0,67,2145,18.0,80,Japan,-0.5846126674090021,-0.21912165355634433
329,vokswagen rabbit,29.8,4,89.0,62,1845,15.3,80,Europe,-0.5345486789122285,-0.02198502376973463
330,datsun 280-zx,32.7,6,168.0,132,2910,11.4,80,Japan,-0.15456585607136217,-0.20702321372692067
331,mazda rx-7 gs,23.7,3,70.0,100,2420,12.5,80,Japan,-0.6989917684602716,-0.03361877203939442
332,triumph tr7 coupe,35.0,4,122.0,88,2500,15.1,80,Europe,-0.42065603801002927,-0.4591097618897707
333,honda accord,32.4,4,107.0,72,2290,17.0,80,Japan,-0.560788231310002,-0.16478431501249335
334,plymouth reliant,27.2,4,135.0,84,2490,15.7,81,US,-0.3348903297043274,-0.16100610565813311
335,buick skylark,26.6,4,151.0,84,2635,16.4,81,US,-0.3780134886943287,-0.4937940654911731
336,dodge aries wagon (sw),25.8,4,156.0,92,2620,14.4,81,US,-0.2614286741865808,-0.17765415738570672
337,chevrolet citation,23.5,6,173.0,110,2725,12.6,81,US,-0.03227334992175912,-0.337237192080738
338,plymouth reliant,30.0,4,135.0,84,2385,12.9,81,US,-0.38379160953972824,-0.4497992576072422
339,toyota starlet,39.1,4,79.0,58,1755,16.9,81,Japan,-0.8908412200055367,-0.16598418725717132
340,plymouth champ,39.0,4,86.0,64,1875,16.4,81,US,-0.816409224644197,-0.3287691563734985
341,honda civic 1300,35.1,4,81.0,60,1760,16.1,81,Japan,-0.7769640563441382,-0.1708351817543821
342,subaru,32.3,4,97.0,67,2065,17.8,81,Japan,-0.722350397739466,-0.13908696790846461
343,datsun 210 mpg,37.0,4,85.0,65,1975,19.4,81,Japan,-0.668443215418803,-0.004304442087487287
344,toyota tercel,37.7,4,89.0,62,2050,17.3,81,Japan,-0.7204269771438669,-0.44111177490792575
345,mazda glc 4,34.1,4,91.0,68,1985,16.0,81,Japan,-0.7909587306462105,-0.07486003757951235
346,plymouth horizon 4,34.7,4,105.0,63,2215,14.9,81,US,-0.6025360197733416,-0.0703068216281515
347,ford escort 4w,34.4,4,98.0,65,2045,16.2,81,US,-0.7890860528146246,-0.31904423925776726
348,ford escort 2h,29.9,4,98.0,65,2380,20.7,81,US,-0.6731281096080168,-0.13134508832114028
349,volkswagen jetta,33.0,4,105.0,74,2190,14.2,81,Europe,-0.6373928455882929,-0.06101599142581776
350,renault 18i,34.5,4,100.0,57,2320,15.8,81,Europe,-0.6445061538636581,-0.0439625455792399
351,honda prelude,33.7,4,107.0,75,2210,14.4,81,Japan,-0.7242466581685132,-0.19934492316973856
352,toyota corolla,32.4,4,108.0,75,2350,16.8,81,Japan,-0.7449095438911458,-0.5003873781844639
353,datsun 200sx,32.9,4,119.0,100,2615,14.8,81,Japan,-0.4864025472108356,-0.4778586831876897
354,mazda 626,31.6,4,120.0,74,2635,18.3,81,Japan,-0.43814680813559437,-0.041035599268270495
355,peugeot 505s turbo diesel,28.1,4,141.0,80,3230,20.4,81,Europe,-0.3371874072239247,-0.2732904904169563
356,volvo diesel,30.7,6,145.0,76,3160,19.6,81,Europe,-0.34179377516586296,-0.4024671130380911
357,toyota cressida,25.4,6,168.0,116,2900,12.6,81,Japan,-0.03930800907435461,-0.2140862261471102
358,datsun 810 maxima,24.2,6,146.0,120,2930,13.8,81,Japan,-0.17755976072740326,-0.18060301736979917
359,buick century,22.4,6,231.0,110,3415,15.8,81,US,0.03022385872242874,-0.2263881676801356
360,oldsmobile cutlass ls,26.6,8,350.0,105,3725,19.0,81,US,0.29262386302572263,-0.6425378144461067
361,ford granada gl,20.2,6,200.0,88,3060,17.1,81,US,-0.01101853332685069,-0.4346698721728672
362,chrysler lebaron salon,17.6,6,225.0,85,3465,16.6,81,US,0.05576338365572611,-0.2224338973464411
363,chevrolet cavalier,28.0,4,112.0,88,2605,19.6,82,US,-0.6933830195243553,-0.4660757723707272
364,chevrolet cavalier wagon,27.0,4,112.0,88,2640,18.6,82,US,-0.6434586012048233,-0.1847071554751128
365,chevrolet cavalier 2-door,34.0,4,112.0,88,2395,18.0,82,US,-0.5257572680836723,-0.20863908087861838
366,pontiac j2000 se hatchback,31.0,4,112.0,85,2575,16.2,82,US,-0.6092199357735378,-0.12062670105702289
367,dodge aries se,29.0,4,135.0,84,2525,16.0,82,US,-0.44670316596837556,-0.47094545386079273
368,pontiac phoenix,27.0,4,151.0,90,2735,18.0,82,US,-0.5535303914175367,-0.21579516415214556
369,ford fairmont futura,24.0,4,140.0,92,2865,16.4,82,US,-0.3238443162811444,-0.4132199682623987
370,amc concord dl,23.0,4,151.0,88,3035,20.5,82,US,-0.437985133234864,-0.220285967064974
371,volkswagen rabbit l,36.0,4,105.0,74,1980,15.3,82,Europe,-0.7387207808357542,-0.12898188188172893
372,mazda glc custom l,37.0,4,91.0,68,2025,18.2,82,Japan,-0.6955477981514179,-0.555649515415479
373,mazda glc custom,31.0,4,91.0,68,1970,17.6,82,Japan,-0.5961076371381604,-0.10560201173899986
374,plymouth horizon miser,38.0,4,105.0,63,2125,14.7,82,US,-0.567355337597274,-0.31422745128779733
375,mercury lynx l,36.0,4,98.0,70,2125,17.3,82,US,-0.6168060139970118,-0.3438127361327216
376,nissan stanza xe,36.0,4,120.0,88,2160,14.5,82,Japan,-0.5380623772622088,-0.43876659266061274
377,honda accord,36.0,4,107.0,75,2205,14.5,82,Japan,-0.5825453703077097,-0.34156497567413896
378,toyota corolla,34.0,4,108.0,70,2245,16.9,82,Japan,-0.6576964907721221,-0.18624153250995784
379,honda civic,38.0,4,91.0,67,1965,15.0,82,Japan,-0.6586807608670782,-0.11489843586299703
380,honda civic (auto),32.0,4,91.0,67,1965,15.7,82,Japan,-0.7658638606238988,-0.29853530747699925
381,datsun 310 gx,38.0,4,91.0,67,1995,16.2,82,Japan,-0.6639092380092617,-0.5539451660133874
382,buick century limited,25.0,6,181.0,110,2945,16.4,82,US,-0.09362789599645671,-0.5936024773653288
383,oldsmobile cutlass ciera (diesel),38.0,6,262.0,85,3015,17.0,82,US,-0.026976390019657237,-0.5745597785597372
384,chrysler lebaron medallion,26.0,4,156.0,92,2585,14.5,82,US,-0.4514532398329639,-0.5039740541979857
385,ford granada l,22.0,6,232.0,112,2835,14.7,82,US,-0.01268868989451959,-0.2627598965496495
386,toyota celica gt,32.0,4,144.0,96,2665,13.9,82,Japan,-0.5111809715963996,-0.5437908070611477
387,dodge charger 2.2,36.0,4,135.0,84,2370,13.0,82,US,-0.6613888380770611,-0.19790469543927652
388,chevrolet camaro,27.0,4,151.0,90,2950,17.3,82,US,-0.4458790390335868,-0.5568332088476301
389,ford mustang gl,27.0,4,140.0,86,2790,15.6,82,US,-0.32165674974041514,-0.20615014332010861
390,vw pickup,44.0,4,97.0,52,2130,24.6,82,Europe,-0.7293992456491118,-0.22739839942427698
391,dodge rampage,32.0,4,135.0,84,2295,11.6,82,US,-0.41177327437562783,-0.5544027178227794
392,ford ranger,28.0,4,120.0,79,2625,18.6,82,US,-0.55007123161471,-0.48366149948654286
393,chevy s-10,31.0,4,119.0,82,2720,19.4,82,US,-0.5159543402665518,-0.1949673181951327
