,Model,MPG,Cylinders,Displacement,Horsepower,Weight,Acceleration,Year,Origin,pca1,pca2
263,dodge magnum xe,17.5,8,318.0,140,4080,13.7,78,US,0.6406901975901104,-0.379338923692218
264,chevrolet chevette,30.0,4,98.0,68,2155,16.5,78,US,-0.5470562508746153,-0.00877249278075728
265,toyota corona,27.5,4,134.0,95,2560,14.2,78,Japan,-0.36704239293420554,-0.04494343267424208
266,datsun 510,27.2,4,119.0,97,2300,14.7,78,Japan,-0.41203668845639246,-0.024499088359258098
267,dodge omni,30.9,4,105.0,75,2230,14.5,78,US,-0.5058102128803182,-0.01979727501834898
268,toyota celica gt liftback,21.1,4,134.0,95,2515,14.8,78,Japan,-0.3234615495593289,-0.02274160113795546
269,plymouth sapporo,23.2,4,156.0,105,2745,16.7,78,US,-0.2905659109644654,-0.05480906519153143
270,oldsmobile starfire sx,23.8,4,151.0,85,2855,17.6,78,US,-0.3347202135177239,-0.05490469099968036
271,datsun 200-sx,23.9,4,119.0,97,2405,14.9,78,Japan,-0.3743587955158674,-0.019819250104518
272,audi 5000,20.3,5,131.0,103,2830,15.9,78,Europe,-0.16867080797723324,-0.08661094420283567
273,volvo 264gl,17.0,6,163.0,125,3140,13.6,78,Europe,0.10687295546156506,-0.16014241689254277
274,saab 99gle,21.6,4,121.0,115,2795,15.7,78,Europe,-0.28450224046752687,-0.039820962478504744
275,peugeot 604sl,16.2,6,163.0,133,3410,15.8,78,Europe,0.13640867181784114,-0.17527685108361055
276,volkswagen scirocco,31.5,4,89.0,71,1990,14.9,78,Europe,-0.5673852675633037,-0.0010051239889186322
277,honda accord lx,29.5,4,98.0,68,2135,16.6,78,Japan,-0.545990538127897,-0.0061845530729739626
278,pontiac lemans v6,21.5,6,231.0,115,3245,15.4,79,US,0.10043336684084982,-0.2844475112523871
279,mercury zephyr 6,19.8,6,200.0,85,2990,18.2,79,US,-0.03183054418162758,-0.24457820305035913
280,ford fairmont 4,22.3,4,140.0,88,2890,17.3,79,US,-0.3463061594441862,-0.1254331191389701
281,amc concord dl 6,20.2,6,232.0,90,3265,18.2,79,US,0.04178407186891532,-0.27574737959743495
282,dodge aspen 6,20.6,6,225.0,110,3360,16.6,79,US,0.09281190552960482,-0.28419673004038465
283,chevrolet caprice classic,17.0,8,305.0,130,3840,15.4,79,US,0.5445863755739068,-0.43457203626240865
284,ford ltd landau,17.6,8,302.0,129,3725,13.4,79,US,0.5411097586865574,-0.4278900329343254
285,mercury grand marquis,16.5,8,351.0,138,3955,13.2,79,US,0.6517484441780501,-0.4603975359374896
286,dodge st. regis,18.2,8,318.0,135,3830,15.2,79,US,0.5596276829170267,-0.4448010300039
287,buick estate wagon (sw),16.9,8,350.0,155,4360,14.9,79,US,0.706103612477014,-0.48846030234190335
288,ford country squire (sw),15.5,8,351.0,142,4054,14.3,79,US,0.6676514050334263,-0.4641696974608108
289,chevrolet malibu classic (sw),19.2,8,267.0,125,3605,15.0,79,US,0.45014846618508575,-0.41091621998436495
290,chrysler lebaron town @ country (sw),18.5,8,360.0,150,3940,13.0,79,US,0.6674966825816679,-0.4731909723327265
291,vw rabbit custom,31.9,4,89.0,71,1925,14.0,79,Europe,-0.5928080393339905,-0.07579299166443171
292,maxda glc deluxe,34.1,4,86.0,65,1975,15.2,79,Japan,-0.632261175347595,-0.08281106346324411
293,dodge colt hatchback custom,35.7,4,98.0,80,1915,14.4,79,US,-0.6031829935564417,-0.09387558282443141
294,amc spirit dl,27.4,4,121.0,80,2670,15.0,79,US,-0.4282403117783279,-0.11818411924662023
295,mercedes benz 300d,25.4,5,183.0,77,3530,20.1,79,Europe,-0.1861694705447199,-0.23385594207763924
296,cadillac eldorado,23.0,8,350.0,125,3900,17.4,79,US,0.5242594859188278,-0.47542162739473837
297,peugeot 504,27.2,4,141.0,71,3190,24.8,79,Europe,-0.45841990743274813,-0.15542386135358754
298,oldsmobile cutlass salon brougham,23.9,8,260.0,90,3420,22.2,79,US,0.24701006028863856,-0.40563790665423505
299,plymouth horizon,34.2,4,105.0,70,2200,13.2,79,US,-0.5572264306325745,-0.10390203812591778
300,plymouth horizon tc3,34.5,4,105.0,70,2150,14.9,79,US,-0.581992353121626,-0.10291624035534061
301,datsun 210,31.8,4,85.0,65,2020,19.2,79,Japan,-0.6482128564140781,-0.0792800584932825
302,fiat strada custom,37.3,4,91.0,69,2130,14.7,79,Europe,-0.6243157512539455,-0.10420241135976947
303,buick skylark limited,28.4,4,151.0,90,2670,16.0,79,US,-0.3931017632710733,-0.137646733276995
304,chevrolet citation,28.8,6,173.0,115,2595,11.3,79,US,-0.06115381691997958,-0.2459507214314513
305,oldsmobile omega brougham,26.8,6,173.0,115,2700,12.9,79,US,-0.048288455173670745,-0.24594952105942275
306,pontiac phoenix,33.5,4,151.0,90,2556,13.2,79,US,-0.42153663826119436,-0.14637358089296001
307,vw rabbit,41.5,4,98.0,76,2144,14.7,80,Europe,-0.6612108376731172,-0.2005686760186585
308,toyota corolla tercel,38.1,4,89.0,60,1968,18.8,80,Japan,-0.7317152120474979,-0.1737383383123483
309,chevrolet chevette,32.1,4,98.0,70,2120,15.5,80,US,-0.6027013089356165,-0.1684046546905595
310,datsun 310,37.2,4,86.0,65,2019,16.4,80,Japan,-0.6892668682168207,-0.17276282851646174
311,chevrolet citation,28.0,4,151.0,90,2678,16.5,80,US,-0.4174283310245922,-0.2144090145916297
312,ford fairmont,26.4,4,140.0,88,2870,18.1,80,US,-0.414942230181513,-0.21494626647447926
313,amc concord,24.3,4,151.0,90,3003,20.1,80,US,-0.3855028431582332,-0.22163258213758527
314,dodge aspen,19.1,6,225.0,90,3381,18.7,80,US,0.027093914557326012,-0.3530301428131734
315,audi 4000,34.3,4,97.0,78,2188,15.8,80,Europe,-0.6034560877569836,-0.18095823880844622
316,toyota corona liftback,29.8,4,134.0,90,2711,15.5,80,Japan,-0.43924463546519027,-0.21402900203250014
317,mazda 626,31.3,4,120.0,75,2542,17.5,80,Japan,-0.5340725958655381,-0.20016346460274448
318,datsun 510 hatchback,37.0,4,119.0,92,2434,15.0,80,Japan,-0.5400802581373526,-0.2157677482301064
319,toyota corolla,32.2,4,108.0,75,2265,15.2,80,Japan,-0.5637594306320918,-0.18208425307967072
320,mazda glc,46.6,4,86.0,65,2110,17.9,80,Japan,-0.7739268571098861,-0.20772027571408935
321,dodge colt,27.9,4,156.0,105,2800,14.4,80,US,-0.3492783606211219,-0.22623278689197648
322,datsun 210,40.8,4,85.0,65,2110,19.2,80,Japan,-0.7385412584549246,-0.1896608600807737
323,vw rabbit c (diesel),44.3,4,90.0,48,2085,21.7,80,Europe,-0.8207478720596916,-0.1975630581812813
324,vw dasher (diesel),43.4,4,90.0,48,2335,23.7,80,Europe,-0.8051853657495214,-0.20889105363944463
325,audi 5000s (diesel),36.4,5,121.0,67,2950,19.9,80,Europe,-0.45645634766735693,-0.28507753309292
326,mercedes-benz 240d,30.0,4,146.0,67,3250,21.8,80,Europe,-0.47126364110468444,-0.2444677813499562
327,honda civic 1500 gl,44.6,4,91.0,67,1850,13.8,80,Japan,-0.7357732556853891,-0.18861103051455064
328,subaru dl,33.8,4,97.0,67,2145,18.0,80,Japan,-0.6456116784186362,-0.17482865112617518
329,vokswagen rabbit,29.8,4,89.0,62,1845,15.3,80,Europe,-0.6366425601298806,-0.14025440771335232
330,datsun 280-zx,32.7,6,168.0,132,2910,11.4,80,Japan,-0.059165725661783165,-0.3551626415003195
331,mazda rx-7 gs,23.7,3,70.0,100,2420,12.5,80,Japan,-0.559919227731307,-0.10529552615284535
332,triumph tr7 coupe,35.0,4,122.0,88,2500,15.1,80,Europe,-0.5205444001225406,-0.213172887696691
333,honda accord,32.4,4,107.0,72,2290,17.0,80,Japan,-0.5870337152668224,-0.18350366708892513
334,plymouth reliant,27.2,4,135.0,84,2490,15.7,81,US,-0.476917492697841,-0.2702651546458437
335,buick skylark,26.6,4,151.0,84,2635,16.4,81,US,-0.44391405936727246,-0.28330872663136036
336,dodge aries wagon (sw),25.8,4,156.0,92,2620,14.4,81,US,-0.3986553801577294,-0.28364722881089255
337,chevrolet citation,23.5,6,173.0,110,2725,12.6,81,US,-0.07102781084485682,-0.3900893786475394
338,plymouth reliant,30.0,4,135.0,84,2385,12.9,81,US,-0.4847972525744558,-0.27225853610984624
339,toyota starlet,39.1,4,79.0,58,1755,16.9,81,Japan,-0.7841228024127088,-0.23720160309166435
340,plymouth champ,39.0,4,86.0,64,1875,16.4,81,US,-0.7459714164864725,-0.24783531721478524
341,honda civic 1300,35.1,4,81.0,60,1760,16.1,81,Japan,-0.7356935587534411,-0.22603117066979997
342,subaru,32.3,4,97.0,67,2065,17.8,81,Japan,-0.6634047160108577,-0.2431626751579414
343,datsun 210 mpg,37.0,4,85.0,65,1975,19.4,81,Japan,-0.7467639808514769,-0.24803139760154982
344,toyota tercel,37.7,4,89.0,62,2050,17.3,81,Japan,-0.7245884437208209,-0.25415973476822323
345,mazda glc 4,34.1,4,91.0,68,1985,16.0,81,Japan,-0.6750729531674555,-0.24147918069333354
346,plymouth horizon 4,34.7,4,105.0,63,2215,14.9,81,US,-0.6366859132322555,-0.2597001972411909
347,ford escort 4w,34.4,4,98.0,65,2045,16.2,81,US,-0.6702224603070265,-0.24784220095458037
348,ford escort 2h,29.9,4,98.0,65,2380,20.7,81,US,-0.6392327345828378,-0.25347609328161236
349,volkswagen jetta,33.0,4,105.0,74,2190,14.2,81,Europe,-0.5980511974257858,-0.2559620799820924
350,renault 18i,34.5,4,100.0,57,2320,15.8,81,Europe,-0.6490645013711313,-0.26112296301600807
351,honda prelude,33.7,4,107.0,75,2210,14.4,81,Japan,-0.5995932817738342,-0.26046365264394017
352,toyota corolla,32.4,4,108.0,75,2350,16.8,81,Japan,-0.5955092754222864,-0.2652943507944521
353,datsun 200sx,32.9,4,119.0,100,2615,14.8,81,Japan,-0.4924041963552196,-0.29216714178348596
354,mazda 626,31.6,4,120.0,74,2635,18.3,81,Japan,-0.5597540952793849,-0.28347522826512095
355,peugeot 505s turbo diesel,28.1,4,141.0,80,3230,20.4,81,Europe,-0.4494243163339545,-0.31586800977274726
356,volvo diesel,30.7,6,145.0,76,3160,19.6,81,Europe,-0.247966782032949,-0.4167380076895605
357,toyota cressida,25.4,6,168.0,116,2900,12.6,81,Japan,-0.06283328093365881,-0.40494625400892637
358,datsun 810 maxima,24.2,6,146.0,120,2930,13.8,81,Japan,-0.0796596082307922,-0.3949571451759814
359,buick century,22.4,6,231.0,110,3415,15.8,81,US,0.05107604523210545,-0.44976601292772356
360,oldsmobile cutlass ls,26.6,8,350.0,105,3725,19.0,81,US,0.37477182999892167,-0.6269886312396552
361,ford granada gl,20.2,6,200.0,88,3060,17.1,81,US,-0.058636222760011576,-0.40471137585818895
362,chrysler lebaron salon,17.6,6,225.0,85,3465,16.6,81,US,0.03693128378954236,-0.42779983297068597
363,chevrolet cavalier,28.0,4,112.0,88,2605,19.6,82,US,-0.5527861329662193,-0.34917126868974074
364,chevrolet cavalier wagon,27.0,4,112.0,88,2640,18.6,82,US,-0.5305972799474281,-0.3474659477365781
365,chevrolet cavalier 2-door,34.0,4,112.0,88,2395,18.0,82,US,-0.6112483793873951,-0.3561332805511858
366,pontiac j2000 se hatchback,31.0,4,112.0,85,2575,16.2,82,US,-0.553673739071237,-0.35464160611087064
367,dodge aries se,29.0,4,135.0,84,2525,16.0,82,US,-0.5150152865077615,-0.3552749844499774
368,pontiac phoenix,27.0,4,151.0,90,2735,18.0,82,US,-0.46477343813185734,-0.369701066134816
369,ford fairmont futura,24.0,4,140.0,92,2865,16.4,82,US,-0.41848123098677514,-0.36234769419760476
370,amc concord dl,23.0,4,151.0,88,3035,20.5,82,US,-0.4258904338137443,-0.3735958056154005
371,volkswagen rabbit l,36.0,4,105.0,74,1980,15.3,82,Europe,-0.6812223669482615,-0.33205509137349976
372,mazda glc custom l,37.0,4,91.0,68,2025,18.2,82,Japan,-0.7406435489189449,-0.33102144418188606
373,mazda glc custom,31.0,4,91.0,68,1970,17.6,82,Japan,-0.6897771411101116,-0.3090259706775127
374,plymouth horizon miser,38.0,4,105.0,63,2125,14.7,82,US,-0.6964084707380263,-0.3425535395329293
375,mercury lynx l,36.0,4,98.0,70,2125,17.3,82,US,-0.7004037196743483,-0.3364260184864837
376,nissan stanza xe,36.0,4,120.0,88,2160,14.5,82,Japan,-0.6103789000165948,-0.35186435778724123
377,honda accord,36.0,4,107.0,75,2205,14.5,82,Japan,-0.644388108772722,-0.3448289084531731
378,toyota corolla,34.0,4,108.0,70,2245,16.9,82,Japan,-0.6544883051367876,-0.34068407883427804
379,honda civic,38.0,4,91.0,67,1965,15.0,82,Japan,-0.7261457071749102,-0.3292977957870299
380,honda civic (auto),32.0,4,91.0,67,1965,15.7,82,Japan,-0.6819892692186623,-0.31078534746334296
381,datsun 310 gx,38.0,4,91.0,67,1995,16.2,82,Japan,-0.7346289288544842,-0.33140884223523526
382,buick century limited,25.0,6,181.0,110,2945,16.4,82,US,-0.11117206444794525,-0.4889565786636664
383,oldsmobile cutlass ciera (diesel),38.0,6,262.0,85,3015,17.0,82,US,-0.17035473394274717,-0.561386076619344
384,chrysler lebaron medallion,26.0,4,156.0,92,2585,14.5,82,US,-0.4288952167272841,-0.3598329717499378
385,ford granada l,22.0,6,232.0,112,2835,14.7,82,US,-0.01752520787199548,-0.495601059328746
386,toyota celica gt,32.0,4,144.0,96,2665,13.9,82,Japan,-0.47201926744951256,-0.378626058491737
387,dodge charger 2.2,36.0,4,135.0,84,2370,13.0,82,US,-0.5621653628088942,-0.36769394566904495
388,chevrolet camaro,27.0,4,151.0,90,2950,17.3,82,US,-0.4341962934935914,-0.380828890389712
389,ford mustang gl,27.0,4,140.0,86,2790,15.6,82,US,-0.45534358023052074,-0.3656656955499146
390,vw pickup,44.0,4,97.0,52,2130,24.6,82,Europe,-0.8736103244652533,-0.359211994567682
391,dodge rampage,32.0,4,135.0,84,2295,11.6,82,US,-0.522654813294888,-0.3505623160658809
392,ford ranger,28.0,4,120.0,79,2625,18.6,82,US,-0.5477665282796994,-0.350625470237781
393,chevy s-10,31.0,4,119.0,82,2720,19.4,82,US,-0.5663772941789155,-0.365873142682687
